run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260220T005648Z-katran-suite-katran-orig-bpf-1000000-r1,katran-orig-bpf,1000000,30,583629,"Result: OK: 51402509(c51401748+d761) usec, 30000000 (64byte,0frags)"
