run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260219T234200Z-katran-suite-baseline-no-katran-250000-r1,baseline-no-katran,250000,30,250000,"Result: OK: 29999999(c11681189+d18318809) usec, 7500000 (64byte,0frags)"
