run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260220T002630Z-katran-suite-katran-orig-bpf-300000-r1,katran-orig-bpf,300000,30,300030,"Result: OK: 29996998(c9871033+d20125965) usec, 9000000 (64byte,0frags)"
