timestamp,connections,repeat,requests_per_sec,latency_avg_ms,latency_stdev_ms,p99_ms,non2xx_responses,socket_timeouts,vm1_cpu_util_pct,vm2_cpu_util_pct
2026-02-25T03:42:50Z,1,1,7441.10,0.133770,0.021620,0.173000,0,0,2.543054,1.413920
2026-02-25T03:44:05Z,1,2,7596.46,0.130980,0.022120,0.155000,0,0,2.900930,1.601079
2026-02-25T03:45:21Z,1,3,7110.05,0.139890,0.014180,0.159000,0,0,2.536980,1.691127
2026-02-25T03:46:36Z,1,4,7096.78,0.140140,0.016280,0.158000,0,0,2.470022,1.766293
2026-02-25T03:47:51Z,1,5,7908.24,0.125760,0.022600,0.157000,0,0,2.754425,1.595273
2026-02-25T03:49:07Z,2,1,16613.15,0.119610,0.020520,0.151000,0,0,4.511342,2.700043
2026-02-25T03:50:22Z,2,2,17760.88,0.111820,0.017830,0.148000,0,0,4.868690,2.872007
2026-02-25T03:51:37Z,2,3,15732.04,0.126450,0.022780,0.151000,0,0,4.264574,2.336309
2026-02-25T03:52:53Z,2,4,18146.15,0.109450,0.017950,0.148000,0,0,5.021741,3.102166
2026-02-25T03:54:08Z,2,5,14531.96,0.136850,0.012480,0.155000,0,0,3.571734,1.892948
2026-02-25T03:55:24Z,4,1,42950.68,0.092370,0.009910,0.124000,0,0,11.730180,6.642422
2026-02-25T03:56:39Z,4,2,42802.34,0.092720,0.011230,0.125000,0,0,11.621271,6.532311
2026-02-25T03:57:54Z,4,3,43363.14,0.091470,0.011060,0.136000,0,0,11.959530,6.791692
2026-02-25T03:59:10Z,4,4,42800.72,0.092710,0.010020,0.133000,0,0,11.452225,6.489352
2026-02-25T04:00:25Z,4,5,43273.02,0.091670,0.010420,0.136000,0,0,11.914526,6.695606
2026-02-25T04:01:41Z,8,1,104204.52,0.075410,0.012650,0.115000,0,0,32.739866,17.181555
2026-02-25T04:02:56Z,8,2,103716.03,0.075780,0.013030,0.117000,0,0,32.925586,17.244187
2026-02-25T04:04:11Z,8,3,104005.87,0.075570,0.012780,0.117000,0,0,33.012934,16.980534
2026-02-25T04:05:27Z,8,4,103900.42,0.075650,0.013490,0.117000,0,0,33.097564,17.076707
2026-02-25T04:06:42Z,8,5,103901.28,0.075690,0.013350,0.117000,0,0,32.964112,16.937313
2026-02-25T04:07:57Z,16,1,167498.97,0.093650,0.020700,0.153000,0,0,46.710875,25.861062
2026-02-25T04:09:13Z,16,2,167248.52,0.093800,0.020830,0.154000,0,0,46.988959,25.494089
2026-02-25T04:10:28Z,16,3,167247.35,0.093810,0.022470,0.153000,0,0,46.968629,25.879544
2026-02-25T04:11:44Z,16,4,167544.51,0.093600,0.020580,0.153000,0,0,46.891558,25.821427
2026-02-25T04:12:59Z,16,5,167759.58,0.093490,0.020560,0.153000,0,0,46.716167,25.902612
2026-02-25T04:14:14Z,32,1,221438.05,0.141550,0.030420,0.224000,0,0,55.042070,29.710337
2026-02-25T04:15:30Z,32,2,221082.27,0.141870,0.030450,0.225000,0,0,54.957627,29.611457
2026-02-25T04:16:45Z,32,3,220932.82,0.142110,0.037510,0.227000,0,0,54.949184,29.500133
2026-02-25T04:18:00Z,32,4,221457.09,0.141630,0.030940,0.225000,0,0,55.144538,29.665178
2026-02-25T04:19:16Z,32,5,220918.83,0.141980,0.030560,0.225000,0,0,54.831613,29.527733
2026-02-25T04:20:31Z,64,1,245866.31,0.255910,0.049950,0.400000,0,0,55.116036,30.866504
2026-02-25T04:21:46Z,64,2,245743.48,0.256140,0.050930,0.402000,0,0,55.020401,31.027018
2026-02-25T04:23:02Z,64,3,245755.53,0.255870,0.050770,0.396000,0,0,55.561587,30.683943
2026-02-25T04:24:17Z,64,4,246434.43,0.255300,0.051330,0.398000,0,0,55.447993,30.919051
2026-02-25T04:25:33Z,64,5,246121.57,0.255700,0.049810,0.399000,0,0,55.217264,30.771573
2026-02-25T04:26:48Z,128,1,265530.46,0.475250,0.089640,0.740000,0,0,62.891188,32.106164
2026-02-25T04:28:03Z,128,2,265556.89,0.475110,0.091120,0.741000,0,0,62.859393,32.402545
2026-02-25T04:29:19Z,128,3,265454.15,0.475390,0.090620,0.741000,0,0,63.053030,32.067565
2026-02-25T04:30:34Z,128,4,265334.73,0.475990,0.089850,0.741000,0,0,63.078202,32.259308
2026-02-25T04:31:49Z,128,5,264989.41,0.476460,0.090920,0.745000,0,0,63.227444,32.709879
2026-02-25T04:33:04Z,256,1,272712.01,0.930000,0.119230,1.220000,0,0,66.530239,33.614240
2026-02-25T04:34:19Z,256,2,272767.06,0.930000,0.119410,1.200000,0,0,66.305105,33.716228
2026-02-25T04:35:35Z,256,3,272080.34,0.930000,0.115490,1.190000,0,0,66.189834,33.183857
2026-02-25T04:36:50Z,256,4,273191.78,0.930000,0.118980,1.200000,0,0,66.372105,33.594422
2026-02-25T04:38:05Z,256,5,273414.54,0.920000,0.114970,1.190000,0,0,66.817215,33.847480
