run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260219T234805Z-katran-suite-baseline-no-katran-400000-r2,baseline-no-katran,400000,30,399999,"Result: OK: 30000004(c11264263+d18735741) usec, 12000000 (64byte,0frags)"
