mode,rate_pps,repeat,status,measured_pps,run_dir,log_file
katran-orig-bpf,450000,2,ok,450044,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003245Z-katran-suite-katran-orig-bpf-450000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-450000-r2.log
katran-orig-bpf,450000,3,ok,450044,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003322Z-katran-suite-katran-orig-bpf-450000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-450000-r3.log
katran-orig-bpf,500000,1,ok,499999,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003400Z-katran-suite-katran-orig-bpf-500000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-500000-r1.log
katran-orig-bpf,500000,2,ok,499999,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003438Z-katran-suite-katran-orig-bpf-500000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-500000-r2.log
katran-orig-bpf,500000,3,ok,499999,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003515Z-katran-suite-katran-orig-bpf-500000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-500000-r3.log
katran-orig-bpf,550000,1,ok,550052,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003553Z-katran-suite-katran-orig-bpf-550000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-550000-r1.log
katran-orig-bpf,550000,2,ok,550052,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003630Z-katran-suite-katran-orig-bpf-550000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-550000-r2.log
katran-orig-bpf,550000,3,ok,550053,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003708Z-katran-suite-katran-orig-bpf-550000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-550000-r3.log
katran-orig-bpf,600000,1,ok,580913,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003746Z-katran-suite-katran-orig-bpf-600000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-600000-r1.log
katran-orig-bpf,600000,2,ok,582601,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003824Z-katran-suite-katran-orig-bpf-600000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-600000-r2.log
katran-orig-bpf,600000,3,ok,583567,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003903Z-katran-suite-katran-orig-bpf-600000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-600000-r3.log
katran-orig-bpf,650000,1,ok,582280,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T003942Z-katran-suite-katran-orig-bpf-650000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-650000-r1.log
katran-orig-bpf,650000,2,ok,581670,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004023Z-katran-suite-katran-orig-bpf-650000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-650000-r2.log
katran-orig-bpf,650000,3,ok,582327,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004103Z-katran-suite-katran-orig-bpf-650000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-650000-r3.log
katran-orig-bpf,700000,1,ok,583102,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004144Z-katran-suite-katran-orig-bpf-700000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-700000-r1.log
katran-orig-bpf,700000,2,ok,580918,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004228Z-katran-suite-katran-orig-bpf-700000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-700000-r2.log
katran-orig-bpf,700000,3,ok,584046,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004312Z-katran-suite-katran-orig-bpf-700000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-700000-r3.log
katran-orig-bpf,750000,1,ok,585499,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004356Z-katran-suite-katran-orig-bpf-750000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-750000-r1.log
katran-orig-bpf,750000,2,ok,582864,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004442Z-katran-suite-katran-orig-bpf-750000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-750000-r2.log
katran-orig-bpf,750000,3,ok,582432,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004527Z-katran-suite-katran-orig-bpf-750000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-750000-r3.log
katran-orig-bpf,800000,1,ok,585471,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004613Z-katran-suite-katran-orig-bpf-800000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-800000-r1.log
katran-orig-bpf,800000,2,ok,583286,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004702Z-katran-suite-katran-orig-bpf-800000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-800000-r2.log
katran-orig-bpf,800000,3,ok,581517,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004751Z-katran-suite-katran-orig-bpf-800000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-800000-r3.log
katran-orig-bpf,850000,1,ok,581330,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004840Z-katran-suite-katran-orig-bpf-850000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-850000-r1.log
katran-orig-bpf,850000,2,ok,580084,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T004932Z-katran-suite-katran-orig-bpf-850000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-850000-r2.log
katran-orig-bpf,850000,3,ok,579593,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005024Z-katran-suite-katran-orig-bpf-850000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-850000-r3.log
katran-orig-bpf,900000,1,ok,579447,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005116Z-katran-suite-katran-orig-bpf-900000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-900000-r1.log
katran-orig-bpf,900000,2,ok,591666,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005211Z-katran-suite-katran-orig-bpf-900000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-900000-r2.log
katran-orig-bpf,900000,3,ok,582627,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005303Z-katran-suite-katran-orig-bpf-900000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-900000-r3.log
katran-orig-bpf,950000,1,ok,579522,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005358Z-katran-suite-katran-orig-bpf-950000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-950000-r1.log
katran-orig-bpf,950000,2,ok,582681,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005455Z-katran-suite-katran-orig-bpf-950000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-950000-r2.log
katran-orig-bpf,950000,3,ok,580783,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005551Z-katran-suite-katran-orig-bpf-950000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-950000-r3.log
katran-orig-bpf,1000000,1,ok,583629,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005648Z-katran-suite-katran-orig-bpf-1000000-r1,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-1000000-r1.log
katran-orig-bpf,1000000,2,ok,582947,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005747Z-katran-suite-katran-orig-bpf-1000000-r2,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-1000000-r2.log
katran-orig-bpf,1000000,3,ok,579134,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/runs/20260220T005847Z-katran-suite-katran-orig-bpf-1000000-r3,/home/zhengjie/github/local/dual-vm/results/experiments/20260219T233444Z-katran-suite/logs-cases/katran-suite-katran-orig-bpf-1000000-r3.log
