50000 50000 0.00
100000 100000 0.00
150000 150015 0.00
200000 200000 0.58
250000 250000 0.58
300000 300030 0.00
350000 350017 0.00
400000 399999 0.58
450000 450044 0.00
500000 499999 0.00
550000 550052 0.58
600000 582601 1343.27
650000 582280 366.51
700000 583102 1604.44
750000 582864 1660.14
800000 583286 1980.64
850000 580084 895.43
900000 582627 6339.29
950000 580783 1590.17
1000000 582947 2422.43
