run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260220T003052Z-katran-suite-katran-orig-bpf-400000-r2,katran-orig-bpf,400000,30,399999,"Result: OK: 30000014(c11094828+d18905186) usec, 12000000 (64byte,0frags)"
