run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260219T233444Z-katran-suite-baseline-no-katran-50000-r1,baseline-no-katran,50000,30,50000,"Result: OK: 29999975(c4251190+d25748784) usec, 1500000 (64byte,0frags)"
