timestamp,connections,repeat,requests_per_sec,latency_avg_ms,latency_stdev_ms,p99_ms,non2xx_responses,socket_timeouts,vm1_cpu_util_pct,vm2_cpu_util_pct
2026-02-25T17:20:57Z,256,1,262527.96,1.000000,0.505810,3.070000,0,0,73.926816,32.468975
