timestamp,connections,repeat,requests_per_sec,latency_avg_ms,latency_stdev_ms,p99_ms,non2xx_responses,socket_timeouts,vm1_cpu_util_pct,vm2_cpu_util_pct
2026-02-24T02:44:15Z,1,1,7649.10,0.130010,0.010990,0.152000,0,0,3.263101,1.406854
2026-02-24T02:45:30Z,1,2,7221.29,0.137730,0.009070,0.155000,0,0,2.382257,1.631760
2026-02-24T02:46:46Z,1,3,7109.32,0.139910,0.007750,0.154000,0,0,2.295165,1.683077
2026-02-24T02:48:01Z,1,4,7244.02,0.137320,0.012070,0.155000,0,0,2.397405,1.673394
2026-02-24T02:49:16Z,1,5,7111.25,0.139850,0.006670,0.154000,0,0,2.664485,1.905283
2026-02-24T02:50:32Z,2,1,14681.44,0.135370,0.008140,0.151000,0,0,4.831607,2.954266
2026-02-24T02:51:47Z,2,2,14864.76,0.133740,0.010670,0.153000,0,0,4.927390,2.910109
2026-02-24T02:53:03Z,2,3,14501.74,0.137200,0.017120,0.153000,0,0,5.447942,3.128969
2026-02-24T02:54:18Z,2,4,14708.13,0.135110,0.009060,0.159000,0,0,4.836607,3.012354
2026-02-24T02:55:33Z,2,5,15227.72,0.130500,0.014310,0.152000,0,0,4.700531,3.281329
2026-02-24T02:56:49Z,4,1,46087.66,0.086050,0.009700,0.123000,0,0,11.337898,7.037944
2026-02-24T02:58:04Z,4,2,44943.50,0.088210,0.008890,0.123000,0,0,11.247206,6.610340
2026-02-24T02:59:20Z,4,3,42443.87,0.093480,0.009730,0.135000,0,0,10.440127,6.115391
2026-02-24T03:00:35Z,4,4,44025.80,0.090100,0.010930,0.137000,0,0,11.126918,6.453308
2026-02-24T03:01:50Z,4,5,43915.42,0.090340,0.010060,0.134000,0,0,10.987782,6.236305
2026-02-24T03:03:06Z,8,1,108260.58,0.072490,0.011790,0.112000,0,0,30.126043,16.475096
2026-02-24T03:04:21Z,8,2,108447.04,0.072430,0.012040,0.112000,0,0,29.903352,16.287793
2026-02-24T03:05:37Z,8,3,108847.71,0.072190,0.015600,0.112000,0,0,30.147709,16.319978
2026-02-24T03:06:52Z,8,4,105851.30,0.074240,0.012770,0.115000,0,0,32.345406,17.045352
2026-02-24T03:08:07Z,8,5,104617.58,0.075110,0.012700,0.117000,0,0,33.173437,17.172267
2026-02-24T03:09:23Z,16,1,170775.37,0.091780,0.019830,0.148000,0,0,48.028815,26.648994
2026-02-24T03:10:38Z,16,2,170687.32,0.091860,0.020350,0.148000,0,0,47.739176,26.421796
2026-02-24T03:11:53Z,16,3,170254.52,0.092090,0.020080,0.149000,0,0,47.763404,26.598362
2026-02-24T03:13:09Z,16,4,170049.41,0.092200,0.020050,0.149000,0,0,47.588551,26.379101
2026-02-24T03:14:24Z,16,5,170093.01,0.092180,0.020170,0.149000,0,0,47.519251,26.498522
2026-02-24T03:15:39Z,32,1,224061.08,0.139910,0.029480,0.221000,0,0,54.424419,29.715957
2026-02-24T03:16:55Z,32,2,223848.62,0.140020,0.029300,0.221000,0,0,54.737557,29.907412
2026-02-24T03:18:10Z,32,3,224754.62,0.139510,0.029990,0.220000,0,0,54.803559,30.209945
2026-02-24T03:19:26Z,32,4,223829.21,0.140070,0.029720,0.222000,0,0,54.481374,29.981880
2026-02-24T03:20:41Z,32,5,223910.51,0.139960,0.029260,0.221000,0,0,54.667462,29.962414
2026-02-24T03:21:56Z,64,1,252460.62,0.248930,0.049360,0.377000,0,0,56.519559,31.813445
2026-02-24T03:23:12Z,64,2,252596.41,0.248920,0.048960,0.375000,0,0,56.533700,31.761905
2026-02-24T03:24:27Z,64,3,252256.72,0.249240,0.049450,0.377000,0,0,56.381868,31.547852
2026-02-24T03:25:42Z,64,4,251957.02,0.249450,0.048640,0.377000,0,0,56.552582,31.404707
2026-02-24T03:26:58Z,64,5,251797.79,0.249780,0.050090,0.378000,0,0,56.409188,31.317438
2026-02-24T03:28:13Z,128,1,272483.79,0.462640,0.085850,0.714000,0,0,62.749132,33.112781
2026-02-24T03:29:28Z,128,2,273704.19,0.460570,0.086790,0.708000,0,0,62.793191,33.337621
2026-02-24T03:30:44Z,128,3,273262.74,0.461610,0.086200,0.713000,0,0,62.775226,33.116048
2026-02-24T03:31:59Z,128,4,273819.15,0.460050,0.089000,0.700000,0,0,62.460030,33.079537
2026-02-24T03:33:14Z,128,5,273174.15,0.461170,0.086260,0.708000,0,0,62.730533,32.820359
2026-02-24T03:34:29Z,256,1,280189.09,0.900000,0.108370,1.150000,0,0,66.576216,34.360383
2026-02-24T03:35:45Z,256,2,280744.78,0.900000,0.108810,1.140000,0,0,66.493776,34.577114
2026-02-24T03:37:00Z,256,3,280452.80,0.900000,0.111220,1.150000,0,0,66.544308,34.167133
2026-02-24T03:38:15Z,256,4,280171.76,0.900000,0.108070,1.140000,0,0,66.485617,34.039718
2026-02-24T03:39:30Z,256,5,280355.88,0.900000,0.108670,1.150000,0,0,66.449554,34.246927
