run_id,mode,rate_pps,duration_secs,measured_pps,result_line
20260220T004312Z-katran-suite-katran-orig-bpf-700000-r3,katran-orig-bpf,700000,30,584046,"Result: OK: 35956066(c35955399+d666) usec, 21000000 (64byte,0frags)"
